method,alpha,layer,groups,group_size_pattern,num_groups,unique_group_count_1,unique_group_count_2,unique_group_rate_1,unique_group_rate_2,mean_unique_groups,mean_intragroup_output_distance,oracle_unique_group_rate_1,oracle_unique_group_rate_2,oracle_mean_unique_groups,oracle_mean_intragroup_output_distance
legacy_pairwise_hc,0.9,16,"[[0,1],[2],[3,4,6,7],[5]]","[4,2,1,1]",4,23247,42289,0.3547210693359375,0.6452789306640625,1.6452789306640625,2.348903179168701,0.454498291015625,0.545501708984375,1.545501708984375,2.7391475677490233
objective_aware,0.9,17,"[[0],[1],[2,3,5,6,7],[4]]","[5,1,1,1]",4,22286,43250,0.340057373046875,0.659942626953125,1.659942626953125,3.1226359367370606,0.4613037109375,0.5386962890625,1.5386962890625,3.896775317192078
legacy_pairwise_hc,0.9,17,"[[0],[1],[2,3,5,6,7],[4]]","[5,1,1,1]",4,22286,43250,0.340057373046875,0.659942626953125,1.659942626953125,3.1226359367370606,0.4613037109375,0.5386962890625,1.5386962890625,3.896775317192078
objective_aware,0.9,18,"[[0],[1,3,6],[2],[4,5,7]]","[3,3,1,1]",4,20079,45457,0.3063812255859375,0.6936187744140625,1.6936187744140625,3.760180393854777,0.4247283935546875,0.5752716064453125,1.5752716064453125,4.471731019020081
legacy_pairwise_hc,0.9,18,"[[0],[1,3,6],[2],[4,5,7]]","[3,3,1,1]",4,20079,45457,0.3063812255859375,0.6936187744140625,1.6936187744140625,3.760180393854777,0.4247283935546875,0.5752716064453125,1.5752716064453125,4.471731019020081
objective_aware,0.9,19,"[[0,1,2,3,6],[4],[5],[7]]","[5,1,1,1]",4,24990,40546,0.381317138671875,0.618682861328125,1.618682861328125,4.0207033395767215,0.45269775390625,0.54730224609375,1.54730224609375,4.786185026168823
legacy_pairwise_hc,0.9,19,"[[0,1,2,3,6],[4],[5],[7]]","[5,1,1,1]",4,24990,40546,0.381317138671875,0.618682861328125,1.618682861328125,4.0207033395767215,0.45269775390625,0.54730224609375,1.54730224609375,4.786185026168823
objective_aware,0.9,20,"[[0,2,3,6],[1,7],[4],[5]]","[4,2,1,1]",4,17627,47909,0.2689666748046875,0.7310333251953125,1.7310333251953125,3.526900666100638,0.4051055908203125,0.5948944091796875,1.5948944091796875,3.9451783895492554
legacy_pairwise_hc,0.9,20,"[[0,2,3,6],[1,7],[4],[5]]","[4,2,1,1]",4,17627,47909,0.2689666748046875,0.7310333251953125,1.7310333251953125,3.526900666100638,0.4051055908203125,0.5948944091796875,1.5948944091796875,3.9451783895492554
objective_aware,0.9,21,"[[0],[1],[2,3,4,6,7],[5]]","[5,1,1,1]",4,25893,39643,0.3950958251953125,0.6049041748046875,1.6049041748046875,3.428281307220459,0.3992462158203125,0.6007537841796875,1.6007537841796875,3.6141162157058715
legacy_pairwise_hc,0.9,21,"[[0,5],[1],[2,6,7],[3,4]]","[3,2,2,1]",4,12935,52601,0.1973724365234375,0.8026275634765625,1.8026275634765625,3.3369943618774416,0.3992462158203125,0.6007537841796875,1.6007537841796875,3.6141162157058715
objective_aware,0.9,22,"[[0,1,2,3,4],[5],[6],[7]]","[5,1,1,1]",4,22064,43472,0.336669921875,0.663330078125,1.663330078125,3.431438159942627,0.42486572265625,0.57513427734375,1.57513427734375,3.639899230003357
legacy_pairwise_hc,0.9,22,"[[0,3,4,6],[1,2],[5],[7]]","[4,2,1,1]",4,19425,46111,0.2964019775390625,0.7035980224609375,1.7035980224609375,3.3992505414145335,0.42486572265625,0.57513427734375,1.57513427734375,3.639899230003357
objective_aware,0.9,23,"[[0,1,2,4,5],[3],[6],[7]]","[5,1,1,1]",4,22280,43256,0.3399658203125,0.6600341796875,1.6600341796875,3.556454873085022,0.441741943359375,0.558258056640625,1.558258056640625,3.645433712005615
legacy_pairwise_hc,0.9,23,"[[0,1,2,4,5],[3],[6],[7]]","[5,1,1,1]",4,22280,43256,0.3399658203125,0.6600341796875,1.6600341796875,3.556454873085022,0.441741943359375,0.558258056640625,1.558258056640625,3.645433712005615
objective_aware,0.9,24,"[[0,2,3,7],[1,4],[5],[6]]","[4,2,1,1]",4,21349,44187,0.3257598876953125,0.6742401123046875,1.6742401123046875,3.4985292639051164,0.4151153564453125,0.5848846435546875,1.5848846435546875,3.576426863670349
legacy_pairwise_hc,0.9,24,"[[0,2,3],[1],[4,7],[5,6]]","[3,2,2,1]",4,18010,47526,0.274810791015625,0.725189208984375,1.725189208984375,3.50611891746521,0.4151153564453125,0.5848846435546875,1.5848846435546875,3.576426863670349
objective_aware,0.9,25,"[[0],[1],[2,3,5,6,7],[4]]","[5,1,1,1]",4,21257,44279,0.3243560791015625,0.6756439208984375,1.6756439208984375,3.777599048614502,0.4154205322265625,0.5845794677734375,1.5845794677734375,4.068607473373413
legacy_pairwise_hc,0.9,25,"[[0],[1,6],[2,3,5,7],[4]]","[4,2,1,1]",4,16880,48656,0.257568359375,0.742431640625,1.742431640625,3.7592523438589915,0.4154205322265625,0.5845794677734375,1.5845794677734375,4.068607473373413
objective_aware,0.9,26,"[[0,2,3,5,7],[1],[4],[6]]","[5,1,1,1]",4,31801,33735,0.4852447509765625,0.5147552490234375,1.5147552490234375,4.250477814674378,0.4852447509765625,0.5147552490234375,1.5147552490234375,4.250477814674378
legacy_pairwise_hc,0.9,26,"[[0,6],[1],[2,3,5,7],[4]]","[4,2,1,1]",4,21623,43913,0.3299407958984375,0.6700592041015625,1.6700592041015625,4.162313904081072,0.4852447509765625,0.5147552490234375,1.5147552490234375,4.250477814674378
objective_aware,0.9,27,"[[0,3,4,6,7],[1],[2],[5]]","[5,1,1,1]",4,22972,42564,0.35052490234375,0.64947509765625,1.64947509765625,5.330825614929199,0.4333953857421875,0.5666046142578125,1.5666046142578125,6.307678651809693
legacy_pairwise_hc,0.9,27,"[[0,3,4,6,7],[1],[2],[5]]","[5,1,1,1]",4,22972,42564,0.35052490234375,0.64947509765625,1.64947509765625,5.330825614929199,0.4333953857421875,0.5666046142578125,1.5666046142578125,6.307678651809693
objective_aware,0.9,28,"[[0,5,6],[1,2,7],[3],[4]]","[3,3,1,1]",4,15471,50065,0.2360687255859375,0.7639312744140625,1.7639312744140625,7.686826308568318,0.4878997802734375,0.5121002197265625,1.5121002197265625,9.362681341171264
legacy_pairwise_hc,0.9,28,"[[0,5,6],[1,2,7],[3],[4]]","[3,3,1,1]",4,15471,50065,0.2360687255859375,0.7639312744140625,1.7639312744140625,7.686826308568318,0.4878997802734375,0.5121002197265625,1.5121002197265625,9.362681341171264
objective_aware,0.9,29,"[[0,1,2,7],[3,6],[4],[5]]","[4,2,1,1]",4,26430,39106,0.403289794921875,0.596710205078125,1.596710205078125,13.406708581107003,0.4679107666015625,0.5320892333984375,1.5320892333984375,14.581612586975098
legacy_pairwise_hc,0.9,29,"[[0,1,2,7],[3,6],[4],[5]]","[4,2,1,1]",4,26430,39106,0.403289794921875,0.596710205078125,1.596710205078125,13.406708581107003,0.4679107666015625,0.5320892333984375,1.5320892333984375,14.581612586975098
objective_aware,0.9,30,"[[0,2,4,6,7],[1],[3],[5]]","[5,1,1,1]",4,30409,35127,0.4640045166015625,0.5359954833984375,1.5359954833984375,26.704922676086426,0.500335693359375,0.499664306640625,1.499664306640625,39.07254962921142
legacy_pairwise_hc,0.9,30,"[[0,3,4,7],[1],[2,6],[5]]","[4,2,1,1]",4,22855,42681,0.3487396240234375,0.6512603759765625,1.6512603759765625,24.78147997174944,0.500335693359375,0.499664306640625,1.499664306640625,39.07254962921142
objective_aware,0.9,31,"[[0,4],[1,5],[2],[3,6,7]]","[3,2,2,1]",4,31567,33969,0.4816741943359375,0.5183258056640625,1.5183258056640625,67.13853607177734,0.614227294921875,0.385772705078125,1.385772705078125,90.11394729614258
legacy_pairwise_hc,0.9,31,"[[0,4],[1,5],[2,6],[3,7]]","[2,2,2,2]",4,22809,42727,0.3480377197265625,0.6519622802734375,1.6519622802734375,64.35312843322754,0.614227294921875,0.385772705078125,1.385772705078125,90.11394729614258
objective_aware,0.75,0,"[[0],[1],[2,3,4,5,7],[6]]","[5,1,1,1]",4,27713,37823,0.4228668212890625,0.5771331787109375,1.5771331787109375,0.12672947719693184,0.4386749267578125,0.5613250732421875,1.5613250732421875,0.1355750985443592
legacy_pairwise_hc,0.75,0,"[[0],[1],[2,3,4,5,7],[6]]","[5,1,1,1]",4,27713,37823,0.4228668212890625,0.5771331787109375,1.5771331787109375,0.12672947719693184,0.4386749267578125,0.5613250732421875,1.5613250732421875,0.1355750985443592
objective_aware,0.75,1,"[[0,1,2,4,5],[3],[6],[7]]","[5,1,1,1]",4,26431,39105,0.4033050537109375,0.5966949462890625,1.5966949462890625,0.4531985655426979,0.4033050537109375,0.5966949462890625,1.5966949462890625,0.4531985655426979
legacy_pairwise_hc,0.75,1,"[[0,2,6],[1,4],[3],[5,7]]","[3,2,2,1]",4,17553,47983,0.2678375244140625,0.7321624755859375,1.7321624755859375,0.30720740258693696,0.4033050537109375,0.5966949462890625,1.5966949462890625,0.4531985655426979
objective_aware,0.75,2,"[[0,1,2,3,4],[5],[6],[7]]","[5,1,1,1]",4,27035,38501,0.4125213623046875,0.5874786376953125,1.5874786376953125,0.24409200698137284,0.4145660400390625,0.5854339599609375,1.5854339599609375,0.2675840616226196
legacy_pairwise_hc,0.75,2,"[[0,1,2,3,4],[5],[6],[7]]","[5,1,1,1]",4,27035,38501,0.4125213623046875,0.5874786376953125,1.5874786376953125,0.24409200698137284,0.4145660400390625,0.5854339599609375,1.5854339599609375,0.2675840616226196
objective_aware,0.75,3,"[[0,1,2,4,5],[3],[6],[7]]","[5,1,1,1]",4,22990,42546,0.350799560546875,0.649200439453125,1.649200439453125,0.30764433145523074,0.402313232421875,0.597686767578125,1.597686767578125,0.3171242028474808
legacy_pairwise_hc,0.75,3,"[[0,2,4,5],[1],[3],[6,7]]","[4,2,1,1]",4,18114,47422,0.276397705078125,0.723602294921875,1.723602294921875,0.30322309902736116,0.402313232421875,0.597686767578125,1.597686767578125,0.3171242028474808
objective_aware,0.75,4,"[[0],[1],[2,3,5,6,7],[4]]","[5,1,1,1]",4,25176,40360,0.3841552734375,0.6158447265625,1.6158447265625,0.41298668682575224,0.39471435546875,0.60528564453125,1.60528564453125,0.43909434974193573
legacy_pairwise_hc,0.75,4,"[[0,2],[1,5],[3,6,7],[4]]","[3,2,2,1]",4,15478,50058,0.236175537109375,0.763824462890625,1.763824462890625,0.40364550352096557,0.39471435546875,0.60528564453125,1.60528564453125,0.43909434974193573
objective_aware,0.75,5,"[[0,1,4,6,7],[2],[3],[5]]","[5,1,1,1]",4,26525,39011,0.4047393798828125,0.5952606201171875,1.5952606201171875,0.5259082287549972,0.4047393798828125,0.5952606201171875,1.5952606201171875,0.5259082287549972
legacy_pairwise_hc,0.75,5,"[[0,4,6],[1,7],[2,3],[5]]","[3,2,2,1]",4,15418,50118,0.235260009765625,0.764739990234375,1.764739990234375,0.5184065282344819,0.4047393798828125,0.5952606201171875,1.5952606201171875,0.5259082287549972
objective_aware,0.75,6,"[[0,1,2,3,4],[5],[6],[7]]","[5,1,1,1]",4,27857,37679,0.4250640869140625,0.5749359130859375,1.5749359130859375,0.7086998403072358,0.4250640869140625,0.5749359130859375,1.5749359130859375,0.7086998403072358
legacy_pairwise_hc,0.75,6,"[[0,3],[1,2,4],[5,6],[7]]","[3,2,2,1]",4,17020,48516,0.25970458984375,0.74029541015625,1.74029541015625,0.6791138529777527,0.4250640869140625,0.5749359130859375,1.5749359130859375,0.7086998403072358
objective_aware,0.75,7,"[[0,1,3,4,7],[2],[5],[6]]","[5,1,1,1]",4,24475,41061,0.3734588623046875,0.6265411376953125,1.6265411376953125,0.8134241223335266,0.425811767578125,0.574188232421875,1.574188232421875,0.8846524357795715
legacy_pairwise_hc,0.75,7,"[[0,2],[1,3,4],[5,7],[6]]","[3,2,2,1]",4,14943,50593,0.2280120849609375,0.7719879150390625,1.7719879150390625,0.8043620347976684,0.425811767578125,0.574188232421875,1.574188232421875,0.8846524357795715
objective_aware,0.75,8,"[[0,1,3,4,6],[2],[5],[7]]","[5,1,1,1]",4,25154,40382,0.383819580078125,0.616180419921875,1.616180419921875,0.9122452139854431,0.3916168212890625,0.6083831787109375,1.6083831787109375,0.9372064590454101
legacy_pairwise_hc,0.75,8,"[[0,4,6],[1,3,7],[2],[5]]","[3,3,1,1]",4,16665,48871,0.2542877197265625,0.7457122802734375,1.7457122802734375,0.8909328083197275,0.3916168212890625,0.6083831787109375,1.6083831787109375,0.9372064590454101
objective_aware,0.75,9,"[[0,1,3,5,7],[2],[4],[6]]","[5,1,1,1]",4,24220,41316,0.36956787109375,0.63043212890625,1.63043212890625,1.0298081934452057,0.445556640625,0.554443359375,1.554443359375,1.115380311012268
legacy_pairwise_hc,0.75,9,"[[0,5],[1,4,7],[2,3],[6]]","[3,2,2,1]",4,17627,47909,0.2689666748046875,0.7310333251953125,1.7310333251953125,1.0044488072395326,0.445556640625,0.554443359375,1.554443359375,1.115380311012268
objective_aware,0.75,10,"[[0],[1,3],[2,4,7],[5,6]]","[3,2,2,1]",4,23843,41693,0.3638153076171875,0.6361846923828125,1.6361846923828125,1.2842775344848634,0.4619293212890625,0.5380706787109375,1.5380706787109375,1.443949007987976
legacy_pairwise_hc,0.75,10,"[[0],[1,3],[2,4,7],[5,6]]","[3,2,2,1]",4,23843,41693,0.3638153076171875,0.6361846923828125,1.6361846923828125,1.2842775344848634,0.4619293212890625,0.5380706787109375,1.5380706787109375,1.443949007987976
objective_aware,0.75,11,"[[0,1,6,7],[2,5],[3],[4]]","[4,2,1,1]",4,29627,35909,0.4520721435546875,0.5479278564453125,1.5479278564453125,1.4831133059092931,0.5067901611328125,0.4932098388671875,1.4932098388671875,2.029581129550934
legacy_pairwise_hc,0.75,11,"[[0,1,6,7],[2,5],[3],[4]]","[4,2,1,1]",4,29627,35909,0.4520721435546875,0.5479278564453125,1.5479278564453125,1.4831133059092931,0.5067901611328125,0.4932098388671875,1.4932098388671875,2.029581129550934
objective_aware,0.75,12,"[[0,1,2,4,5],[3],[6],[7]]","[5,1,1,1]",4,28299,37237,0.4318084716796875,0.5681915283203125,1.5681915283203125,1.5472447156906128,0.5006561279296875,0.4993438720703125,1.4993438720703125,1.7295993447303772
legacy_pairwise_hc,0.75,12,"[[0,4,5],[1,3],[2,6],[7]]","[3,2,2,1]",4,21429,44107,0.3269805908203125,0.6730194091796875,1.6730194091796875,1.554681420326233,0.5006561279296875,0.4993438720703125,1.4993438720703125,1.7295993447303772
objective_aware,0.75,13,"[[0],[1,3,5,6],[2,7],[4]]","[4,2,1,1]",4,23224,42312,0.3543701171875,0.6456298828125,1.6456298828125,1.6692981719970703,0.45477294921875,0.54522705078125,1.54522705078125,1.7279566645622253
legacy_pairwise_hc,0.75,13,"[[0],[1,3,5,6],[2,7],[4]]","[4,2,1,1]",4,23224,42312,0.3543701171875,0.6456298828125,1.6456298828125,1.6692981719970703,0.45477294921875,0.54522705078125,1.54522705078125,1.7279566645622253
objective_aware,0.75,14,"[[0],[1,4,5,6,7],[2],[3]]","[5,1,1,1]",4,32276,33260,0.49249267578125,0.50750732421875,1.50750732421875,2.2715713024139403,0.49249267578125,0.50750732421875,1.50750732421875,2.2715713024139403
legacy_pairwise_hc,0.75,14,"[[0,3],[1],[2],[4,5,6,7]]","[4,2,1,1]",4,26525,39011,0.4047393798828125,0.5952606201171875,1.5952606201171875,2.1944994245256697,0.49249267578125,0.50750732421875,1.50750732421875,2.2715713024139403
objective_aware,0.75,15,"[[0],[1,2,4,5,7],[3],[6]]","[5,1,1,1]",4,27622,37914,0.421478271484375,0.578521728515625,1.578521728515625,2.290358245372772,0.4714202880859375,0.5285797119140625,1.5285797119140625,2.443004322052002
legacy_pairwise_hc,0.75,15,"[[0,1,5],[2,4,7],[3],[6]]","[3,3,1,1]",4,22536,43000,0.3438720703125,0.6561279296875,1.6561279296875,2.2101231614748635,0.4714202880859375,0.5285797119140625,1.5285797119140625,2.443004322052002
objective_aware,0.75,16,"[[0],[1],[2,3,4,6,7],[5]]","[5,1,1,1]",4,24684,40852,0.37664794921875,0.62335205078125,1.62335205078125,2.3671871423721313,0.454498291015625,0.545501708984375,1.545501708984375,2.7391475677490233
legacy_pairwise_hc,0.75,16,"[[0,1],[2],[3,4,6,7],[5]]","[4,2,1,1]",4,23247,42289,0.3547210693359375,0.6452789306640625,1.6452789306640625,2.348903179168701,0.454498291015625,0.545501708984375,1.545501708984375,2.7391475677490233
objective_aware,0.75,17,"[[0],[1],[2,3,5,6,7],[4]]","[5,1,1,1]",4,22286,43250,0.340057373046875,0.659942626953125,1.659942626953125,3.1226359367370606,0.4613037109375,0.5386962890625,1.5386962890625,3.896775317192078
legacy_pairwise_hc,0.75,17,"[[0],[1],[2,4,5],[3,6,7]]","[3,3,1,1]",4,20744,44792,0.3165283203125,0.6834716796875,1.6834716796875,3.1035346587498984,0.4613037109375,0.5386962890625,1.5386962890625,3.896775317192078
objective_aware,0.75,18,"[[0],[1,3,6],[2],[4,5,7]]","[3,3,1,1]",4,20079,45457,0.3063812255859375,0.6936187744140625,1.6936187744140625,3.760180393854777,0.4247283935546875,0.5752716064453125,1.5752716064453125,4.471731019020081
legacy_pairwise_hc,0.75,18,"[[0],[1,3,6],[2],[4,5,7]]","[3,3,1,1]",4,20079,45457,0.3063812255859375,0.6936187744140625,1.6936187744140625,3.760180393854777,0.4247283935546875,0.5752716064453125,1.5752716064453125,4.471731019020081
objective_aware,0.75,19,"[[0,2,3,5,7],[1],[4],[6]]","[5,1,1,1]",4,27235,38301,0.4155731201171875,0.5844268798828125,1.5844268798828125,4.08672080039978,0.45269775390625,0.54730224609375,1.54730224609375,4.786185026168823
legacy_pairwise_hc,0.75,19,"[[0,3,6],[1],[2,5,7],[4]]","[3,3,1,1]",4,21448,44088,0.3272705078125,0.6727294921875,1.6727294921875,4.065904299418132,0.45269775390625,0.54730224609375,1.54730224609375,4.786185026168823
objective_aware,0.75,20,"[[0,2,3,6],[1,7],[4],[5]]","[4,2,1,1]",4,17627,47909,0.2689666748046875,0.7310333251953125,1.7310333251953125,3.526900666100638,0.4051055908203125,0.5948944091796875,1.5948944091796875,3.9451783895492554
legacy_pairwise_hc,0.75,20,"[[0,2,3,6],[1,7],[4],[5]]","[4,2,1,1]",4,17627,47909,0.2689666748046875,0.7310333251953125,1.7310333251953125,3.526900666100638,0.4051055908203125,0.5948944091796875,1.5948944091796875,3.9451783895492554
objective_aware,0.75,21,"[[0],[1],[2,3,4,6,7],[5]]","[5,1,1,1]",4,25893,39643,0.3950958251953125,0.6049041748046875,1.6049041748046875,3.428281307220459,0.3992462158203125,0.6007537841796875,1.6007537841796875,3.6141162157058715
legacy_pairwise_hc,0.75,21,"[[0],[1,3,4],[2,6,7],[5]]","[3,3,1,1]",4,16444,49092,0.25091552734375,0.74908447265625,1.74908447265625,3.3783720334370932,0.3992462158203125,0.6007537841796875,1.6007537841796875,3.6141162157058715
objective_aware,0.75,22,"[[0,3,4,6],[1,2],[5],[7]]","[4,2,1,1]",4,19425,46111,0.2964019775390625,0.7035980224609375,1.7035980224609375,3.3992505414145335,0.42486572265625,0.57513427734375,1.57513427734375,3.639899230003357
legacy_pairwise_hc,0.75,22,"[[0,5],[1,2],[3,4,6],[7]]","[3,2,2,1]",4,17121,48415,0.2612457275390625,0.7387542724609375,1.7387542724609375,3.4018197536468504,0.42486572265625,0.57513427734375,1.57513427734375,3.639899230003357
objective_aware,0.75,23,"[[0],[1,6],[2,4,5,7],[3]]","[4,2,1,1]",4,24712,40824,0.3770751953125,0.6229248046875,1.6229248046875,3.619023220879691,0.441741943359375,0.558258056640625,1.558258056640625,3.645433712005615
legacy_pairwise_hc,0.75,23,"[[0,4,7],[1,6],[2,5],[3]]","[3,2,2,1]",4,20654,44882,0.315155029296875,0.684844970703125,1.684844970703125,3.6076627731323243,0.441741943359375,0.558258056640625,1.558258056640625,3.645433712005615
objective_aware,0.75,24,"[[0,2,3,4,7],[1],[5],[6]]","[5,1,1,1]",4,27205,38331,0.4151153564453125,0.5848846435546875,1.5848846435546875,3.576426863670349,0.4151153564453125,0.5848846435546875,1.5848846435546875,3.576426863670349
legacy_pairwise_hc,0.75,24,"[[0,2,3],[1],[4,7],[5,6]]","[3,2,2,1]",4,18010,47526,0.274810791015625,0.725189208984375,1.725189208984375,3.50611891746521,0.4151153564453125,0.5848846435546875,1.5848846435546875,3.576426863670349
objective_aware,0.75,25,"[[0],[1],[2,3,5,6,7],[4]]","[5,1,1,1]",4,21257,44279,0.3243560791015625,0.6756439208984375,1.6756439208984375,3.777599048614502,0.4154205322265625,0.5845794677734375,1.5845794677734375,4.068607473373413
legacy_pairwise_hc,0.75,25,"[[0],[1,2,3,6],[4],[5,7]]","[4,2,1,1]",4,20417,45119,0.3115386962890625,0.6884613037109375,1.6884613037109375,3.8020602634974887,0.4154205322265625,0.5845794677734375,1.5845794677734375,4.068607473373413
objective_aware,0.75,26,"[[0,2,3,5,7],[1],[4],[6]]","[5,1,1,1]",4,31801,33735,0.4852447509765625,0.5147552490234375,1.5147552490234375,4.250477814674378,0.4852447509765625,0.5147552490234375,1.5147552490234375,4.250477814674378
legacy_pairwise_hc,0.75,26,"[[0,2,3,5,7],[1],[4],[6]]","[5,1,1,1]",4,31801,33735,0.4852447509765625,0.5147552490234375,1.5147552490234375,4.250477814674378,0.4852447509765625,0.5147552490234375,1.5147552490234375,4.250477814674378
objective_aware,0.75,27,"[[0,3,4,6,7],[1],[2],[5]]","[5,1,1,1]",4,22972,42564,0.35052490234375,0.64947509765625,1.64947509765625,5.330825614929199,0.4333953857421875,0.5666046142578125,1.5666046142578125,6.307678651809693
legacy_pairwise_hc,0.75,27,"[[0,3,4,6],[1,7],[2],[5]]","[4,2,1,1]",4,20292,45244,0.30963134765625,0.69036865234375,1.69036865234375,5.259090627942767,0.4333953857421875,0.5666046142578125,1.5666046142578125,6.307678651809693
objective_aware,0.75,28,"[[0,5,6],[1,2,7],[3],[4]]","[3,3,1,1]",4,15471,50065,0.2360687255859375,0.7639312744140625,1.7639312744140625,7.686826308568318,0.4878997802734375,0.5121002197265625,1.5121002197265625,9.362681341171264
legacy_pairwise_hc,0.75,28,"[[0,5,6],[1,2,7],[3],[4]]","[3,3,1,1]",4,15471,50065,0.2360687255859375,0.7639312744140625,1.7639312744140625,7.686826308568318,0.4878997802734375,0.5121002197265625,1.5121002197265625,9.362681341171264
objective_aware,0.75,29,"[[0,2],[1,3,6,7],[4],[5]]","[4,2,1,1]",4,28742,36794,0.438568115234375,0.561431884765625,1.561431884765625,13.549755641392299,0.4679107666015625,0.5320892333984375,1.5320892333984375,14.581612586975098
legacy_pairwise_hc,0.75,29,"[[0,2],[1,7],[3,6],[4,5]]","[2,2,2,2]",4,28406,37130,0.433441162109375,0.566558837890625,1.566558837890625,13.234959363937378,0.4679107666015625,0.5320892333984375,1.5320892333984375,14.581612586975098
objective_aware,0.75,30,"[[0,2,4,6,7],[1],[3],[5]]","[5,1,1,1]",4,30409,35127,0.4640045166015625,0.5359954833984375,1.5359954833984375,26.704922676086426,0.500335693359375,0.499664306640625,1.499664306640625,39.07254962921142
legacy_pairwise_hc,0.75,30,"[[0,3,4,7],[1],[2,6],[5]]","[4,2,1,1]",4,22855,42681,0.3487396240234375,0.6512603759765625,1.6512603759765625,24.78147997174944,0.500335693359375,0.499664306640625,1.499664306640625,39.07254962921142
objective_aware,0.75,31,"[[0,4,6],[1,5],[2,7],[3]]","[3,2,2,1]",4,38226,27310,0.583282470703125,0.416717529296875,1.416717529296875,71.47028427124023,0.614227294921875,0.385772705078125,1.385772705078125,90.11394729614258
legacy_pairwise_hc,0.75,31,"[[0,4],[1,5],[2,7],[3,6]]","[2,2,2,2]",4,38999,26537,0.5950775146484375,0.4049224853515625,1.4049224853515625,71.0907621383667,0.614227294921875,0.385772705078125,1.385772705078125,90.11394729614258
objective_aware,0.5,0,"[[0],[1],[2,3,4,5,7],[6]]","[5,1,1,1]",4,27713,37823,0.4228668212890625,0.5771331787109375,1.5771331787109375,0.12672947719693184,0.4386749267578125,0.5613250732421875,1.5613250732421875,0.1355750985443592
legacy_pairwise_hc,0.5,0,"[[0,1],[2,3,5,7],[4],[6]]","[4,2,1,1]",4,26590,38946,0.405731201171875,0.594268798828125,1.594268798828125,0.1328099167772702,0.4386749267578125,0.5613250732421875,1.5613250732421875,0.1355750985443592
objective_aware,0.5,1,"[[0,1,2,4,5],[3],[6],[7]]","[5,1,1,1]",4,26431,39105,0.4033050537109375,0.5966949462890625,1.5966949462890625,0.4531985655426979,0.4033050537109375,0.5966949462890625,1.5966949462890625,0.4531985655426979
legacy_pairwise_hc,0.5,1,"[[0,2,6],[1,4],[3],[5,7]]","[3,2,2,1]",4,17553,47983,0.2678375244140625,0.7321624755859375,1.7321624755859375,0.30720740258693696,0.4033050537109375,0.5966949462890625,1.5966949462890625,0.4531985655426979
objective_aware,0.5,2,"[[0],[1,2,3,4,5],[6],[7]]","[5,1,1,1]",4,25339,40197,0.3866424560546875,0.6133575439453125,1.6133575439453125,0.2584629088640213,0.4145660400390625,0.5854339599609375,1.5854339599609375,0.2675840616226196
legacy_pairwise_hc,0.5,2,"[[0,2,3,4],[1,5],[6],[7]]","[4,2,1,1]",4,21373,44163,0.3261260986328125,0.6738739013671875,1.6738739013671875,0.2506440856627056,0.4145660400390625,0.5854339599609375,1.5854339599609375,0.2675840616226196
objective_aware,0.5,3,"[[0,2,3,4,5],[1],[6],[7]]","[5,1,1,1]",4,26366,39170,0.402313232421875,0.597686767578125,1.597686767578125,0.3171242028474808,0.402313232421875,0.597686767578125,1.597686767578125,0.3171242028474808
legacy_pairwise_hc,0.5,3,"[[0,3,5],[1],[2,4],[6,7]]","[3,2,2,1]",4,15879,49657,0.2422943115234375,0.7577056884765625,1.7577056884765625,0.3084076166152954,0.402313232421875,0.597686767578125,1.597686767578125,0.3171242028474808
objective_aware,0.5,4,"[[0],[1,3,5,6,7],[2],[4]]","[5,1,1,1]",4,24756,40780,0.37774658203125,0.62225341796875,1.62225341796875,0.41262787878513335,0.39471435546875,0.60528564453125,1.60528564453125,0.43909434974193573
legacy_pairwise_hc,0.5,4,"[[0,4],[1,5],[2],[3,6,7]]","[3,2,2,1]",4,16301,49235,0.2487335205078125,0.7512664794921875,1.7512664794921875,0.4078420281410217,0.39471435546875,0.60528564453125,1.60528564453125,0.43909434974193573
objective_aware,0.5,5,"[[0,1,4,6,7],[2],[3],[5]]","[5,1,1,1]",4,26525,39011,0.4047393798828125,0.5952606201171875,1.5952606201171875,0.5259082287549972,0.4047393798828125,0.5952606201171875,1.5952606201171875,0.5259082287549972
legacy_pairwise_hc,0.5,5,"[[0,4],[1,7],[2,3],[5,6]]","[2,2,2,2]",4,14920,50616,0.2276611328125,0.7723388671875,1.7723388671875,0.5248953849077225,0.4047393798828125,0.5952606201171875,1.5952606201171875,0.5259082287549972
objective_aware,0.5,6,"[[0,1,2,3,4],[5],[6],[7]]","[5,1,1,1]",4,27857,37679,0.4250640869140625,0.5749359130859375,1.5749359130859375,0.7086998403072358,0.4250640869140625,0.5749359130859375,1.5749359130859375,0.7086998403072358
legacy_pairwise_hc,0.5,6,"[[0,3],[1,2,4],[5,6],[7]]","[3,2,2,1]",4,17020,48516,0.25970458984375,0.74029541015625,1.74029541015625,0.6791138529777527,0.4250640869140625,0.5749359130859375,1.5749359130859375,0.7086998403072358
objective_aware,0.5,7,"[[0],[1,3,4,5,7],[2],[6]]","[5,1,1,1]",4,26644,38892,0.40655517578125,0.59344482421875,1.59344482421875,0.8257280766963959,0.425811767578125,0.574188232421875,1.574188232421875,0.8846524357795715
